id	doc	target
1378	Капец этот бред про средний класс ещё и лайки собирает Оруэлла массово перечитали похоже	1
1379	нормальная фраза. Не вижу ничего страшного	0
1380	Да по всей стране ЖКХ  повышает счета за отопление.	0
1381	Пусках этот минкультуры сначала дипломатов которые на санкции срут хотя бы штаны при этом снимать научит . А потом уже и за поцреотизм топит нещадно.. грёбаный минкульт бабла .. кребаный поцреотизм ... гребаное государство ..	1
1382	Не влезет - ссыкло Влезет - агрессор и оккупант	1
1383	ты соросёнок?	1
1384	а шо там делают Гордоны, ? и прочие Ковтуны?	0
1385	да	0
1386	Какие то террористы	0
1387	Терпи красавица ?	0
1388	пошёл вон,кремлеботина. И быстро.	1
1389	И не пей вина	0
1390	никуда он не сбежит и останется в истории России величайшим правителем, на одном уровне с Петром первым и Екатериной великой, а вас всех пересажают?????	1
1391	Достали с Навальным.Пусть сидит, засланный казачок.	0
1392	ваше мнение очень не важно для нас.	0
1393	хорошее замечание! ??	0
1394	а есть случай, когда депутата жалко?	0
1395	Правила для депутатов единой россии: 1.нападайте на старушек которые торгуют 2 носите баллончик 3 вовремя платите членские взносы 4 во время спора с избирателями и одночленцами делайте руками движения будто вы отрезаете голову 5 извиняйтесь и меняйте место жительства если уровень вашего однопартийца выше	0
1396	"ты хорошо подумал?  А какжи это: ""Россия нигде не заканчивается"", ""Об историческом единстве русских и украинцев""? А в Казахстан как полез недавно, пока Китай ему подзатыльник не отвесил"	0
1397	"Ранее израильский политолог Яков Кедми отметил, что непризнание российской разработки от коронавируса - это геноцид против миллионов людей, которые своевременно не смогли провакцинироваться качественным препаратом. В свою очередь депутат Госдумы РФ Евгений Федоров уверен, что появление «Спутника V» было неожиданным для всего мира, особенно для Соединенных Штатов. Однако для наших соотечественников это — бесспорное достижение отечественной медицины.    «Это большая наша победа и достижение. Понятно, что это конкурентная борьба наций. По этим причинам ""Спутник V"" везде запрещен, его не признают, люди попадают под европейские ограничения при передвижении и все остальное. Это вечная борьба за власть народов, наций за место под солнцем», — подчеркнул депутат."	0
1398	это не рекомендация, указ путина до 2020 предписывал переход на отечественное по бюджетникам, просто никто не ходит не проверяет, иначе всех придется сначала оштрафовать, а потом уволить. сейчас уже иностранное по не купишь, как и компы. поэтому умники покупают в китае, просят китай ставить лого свое и продают как отечественное	0
1399	в чем абсурдность, если правила МОК ей позволяют участвовать в ОИ и несовершеннолетней она от этого не перестает быть?Абсурд - это писать, что раз участвуешь в ОИ, то должна лишиться своих прав ???? А на Олимпиаде ничего и не было, пробы чистые, медаль честно завоевана.  Что это было на ЧР пусть расследуют и виновные должны быть наказаны.	0
1400	в крупных городах все так же как и в вашем населенном пункте, только в крупных шизофреников много, а у Вас возможно нет ни одного	0
1401	кто не нравится,тем и режут	0
1402	Терпеть Путина — это целая религия	0
1403	Уже как спам.	0
1404	Интересно, к чему это приведет	0
1405	ты неправ. Я из Украины, но очень активно мониторю новости и Украины и России. И хочу сказать, что российская пропаганда всё таки работает. И даже там, где она не работает, как нам всем кажется, она все равно работает.   Я не согласен с ним по вопросам, например, того же Порошенко, или что проседания  рейтинга зеленского это норма. Но в целом, особенно в конце, он действительно прав. Россия не совсем понимает, что происходит у нас в стране. И жители РФ иже с ними. Поэтому такая ситуация.   Русский язык особо не притесняют, да, но всё равно проблемы есть. И я бы с ним на эту тему мог отлично пообщаться. Многие вещи о языке он понимает неправильно.   Но в целом он прав. Так что советую прислушаться к статье, она не такая 'мда' как кажется на первый взгляд. У нас действительно совершенно другая страна. Настолько, что инфа про замминистра МВД, которого сняли за хамство, вообще для украины не новость.   А медузе спасибо за то, что она есть.	0
1406	???????©??	0
1407	в лифте пацаны курили и на нее надышали	0
1408	"""привет, Чита, привет Улан-Удэ"" ©"	0
1409	Всё будет как всегда до этого. Россия не пришла на войну.	0
1410	ну т.е только в СНГ пишут про негров эльфов да?	0
1411	смешно? Смейся! А аргументы твои на уровне дошкольника. Ты не в коррекционной школе учился?????	1
1412	да, так опозориться на весь мир с этой риторикой насильника!... ?????	0
1413	не согласен. Даже на этом белом флаге есть РУССКИЙ триколор, а СТЫДНО должно быть нелюдям из ВАДА, которые не видят бревна в глазу ?? СВОИХ «спортсменов», а замечают соломинку у НАШИХ. Они пеной исходят от НАШИХ успехов, так пусть захлебнуться, уроды. ??????????????????	0
1414	Американский футбол такой же скучный, как и бейсбол.	0
1415	О Мишка, самый приятный чел на Дожде	0
1416	это нормально для укро конституции Сегодня одно, завтра другое. Вчера - реальный внеблоковый статус, сегодня - членство, которого нет, в НАТО	0
1417	да иди уже, поплачь другу на плечо. Не забудь, что у него больше. Тоже всплакни. Чучело.	0
1418	Украину в НАТО никто не ждёт	0
1419	ого, покажешь где в мск было решение суда о разгоне? бедная оттава, всего 25 человек задержали, рыжым лютуют трюдо в отставку	0
1420	+15 р	0
1421	"Вот сволочь то Аристархов. Паразиты это не режиссеры театров.   Паразиты это чиновники.  Пускай эти толстосумы сами продемонстрируют ""приоритет духовного над материальным"" и откажутся от имущества, счетов, и заодно от своей зарплаты в 600к."	1
1422	да показуха это всё  Могли перебрасывать ночью, нет днём чтобы журналюги(скорей всего прикормленные) засняли	0
1423	Так чёрное море есть и в России	0
1424	я тебя огорчу но совок, в плане электроники сильно отставал от запада. Советские микрочипы были либо клонами более успешных западных аналогов, либо вообще продуктом реверс-инженеринга последних (считай тупо воровством). Что такого советские специалисты могли рассказать западным коллегам, чего те не знали о своей продукции?	1
1425	Так как я против войны, то я поддерживаю признание ДНР и ЛНР, которое покончит с ней.	0
1426	наверное по серьёзному траванется	0
1427	Я бы на ее месте снялся:))) что за дичь такая:))	0
1428	а как ?? Получать вы хотите а 2-3-4 раза больше , а платить так же ?? Москва и так живет всю жизнь за счёт всей страны.   Цены конечно космические. , но они такие у всей страны.	0
1429	id122011944|Любовь],	0
1430	так Харадримы это как раз чёрные и смуглые, можно было их туда запихнуть и не класть какофонию на головы фанатов	0
1431	"""У нас в стране целый культ фигурного катания, где бабы реально выглядят так, будто они в мини-юбках выше трусов и в стрингах. Разве это не так? Прыгает какая-нибудь Загитова, которой 15 лет, и тысячи домохозяек обсуждают, будто это спорт. И сидят какие-то мужики-подпевасы: «Да-а-а, тройной лутц». Это омерзительно. Это такое лицемерие"""	0
1432	«нИжегородского мИнздрава» только. И поверь, фамилия - это меньшее, что смущает в его работе)) вопросов и жалоб к нему до задницы и без этого	0
1433	ага, Байден все делает строго по методичке и обьявил безпилотную зону над Украиной. ??????	0
1434	а вдруг путину не понравится? он же с макбука голосовал, теперь уже не купить	0
1435	ипанутая или за деньги строчишь?	1
1436	id202727298|Андрей],	0
1437	Даже если что-то в декабре и было у нее в крови, то прошло уже полтора месяца. Как эта микродоза могла спустя такое время ей помочь выиграть? Да и проба та была взята во время чемпионата России, и никаким боком этот турнир Мок не касается. Хз, что еще добавить. Можно еще лыжников наших проверить. А то 42 года эстафету не брали, а тут на те. Совсем охренели. Негоже впереди норвежцев на финиш приходить.	0
1438	То чувство, когда с удовольствием смотришь рекламу, а не проклинаешь её каждые 20 минут со всякими однообразными кариесами, недержаниями, и тяжестями в животе!  4-я со Шварцем и Хайек просто????!	0
1439	id209686506|Ilya],	0
1440	Из за допинга 15 летняя девочка выглядит на 30	0
1441	началось про деньги народа... Государственные компании будут закупать планшеты на деньги которые государство заработало на продаже ВПК или например от продажи вагонов в другие страны. Какие деньги народа?Хватит думать что ваши налоги сильно влияют на бюджет страны.	0
1442	россия захватывает у Украины территории, потом возмущается, что те что то там не выполняют))) лол. Возмущенные немцы и партизаны	0
1443	каламбур в том, что Россия ни за что не волнуется а России.	0
1444	ну оскорблять людей за их нежелание вакцинироваться - неправильно. Изначально центр Гамалеи заявлял, что их вакцина полностью защищает от короны. В итоге те, кто её ставили, либо болели, либо умирали. А вот если они начали бы информировать людей, что вакцина именно что позволяет проще перенести вирус, имея всё же возможность его подхватить, тогда ваши слова имели бы больше смысла и неотвратимость их точности.	0
1445	воистроченКО, ты почему еще ни на Донбассе?:)	0
1446	id3393737|Сергей],	0
1447	что ты хотел от людей разгуливавших с кастрюлями на головах	0
1448	id340235946|Геннадий],	0
1449	да я хер ложил на тебя, так что сам вали отсюда	1
1450	+15	0
1451	он самый настоящий социалист, кек. Риторика и взгляды у него социалистические	0
1452	id49464409|Анатолий],	0
1453	.... Иноагенты всегда постят новости про своих....	0
1454	меня больше интересует: если я засну и умру с возбуждённым членом - мой член так и останется стоять стояком в гробу?	0
1455	что значит, допустил? Он и организовал. Или думаете, фсбшники от нечего делать мочу подменивали?	0
1456	а как проблемы стран относятся к моку? это международный олимпийский комитет, если кому то из участников игр это не нравится он просто не участвует в играх.  все равно что кукарекать на цукерберга сидя в фейсбуке	0
1457	хорошо видно по российскому рублю, как развивается экономика тупых дураков. Все хорошо, прекрасная маркиза !	1
1458	Вот это я понимаю новость, а то все оксимерон, оксимерон!	0
1459	влюблённость (заболевание по международной классификации, обычно продолжающееся 2-3 года) переходит или в любовь или в привычку или в ненависть, это уж кто как умеет.	0
1460	иди сало ешь, упоротый.	1
1461	в поряде, ведь разбирательство не окончено. До сих пор кстати про малые дозы никто не сказал кроме тебя ??	0
1462	Мало негров , смотреть не буду.	0
1463	Вооруженные до зубов псы режима диктатора Макарона вывели на Елисейские поля БТРы Berliet VXB-170 против мирных протестующих  Диктатор давит мирных оппозиционеров танками и бронемашинами . Демократия она кому надо демократия, интересно почему молчит старикашка Боррель или это как обычно другое ?	1
1464	"Forbes: ""Миллиардер Виктор Харитонин делает ставку на партнерство с государством. Производство вакцины от коронавируса «Спутник V» позволит его фармацевтическим предприятиям увеличить в 2021 году выручку по крайней мере в полтора раза, а развитие сети онкологических клиник — получить региональные бюджеты ОМС.  В 2021 году Харитонин стал крупнейшим производителем вакцины от коронавируса «Спутник V», а его онкологические клиники открываются по всей России — от Курска на западе до Кемерово на востоке. «Харитонин показал совершенно фантастические возможности великолепной фабрики, конвейера, удешевляющего лечение и производящего прибыль», — говорит Forbes создатель ОАО «Медицина» Григорий Ройтберг.""  https://www.forbes.ru/biznes/449387-panacea-haritonina-kak-ustroen-biznes-krupnejsego-proizvoditela-sputnik-v"	0
1465	Войну мутит незалежна. Больно хочется вернуть Донецк и Луганск. А Метисам какое до этого дело?	1
1466	Наталья ,а ты не знаешь можно ли заменить  сейчас Валиеву на запасную ,например на чемпионку  мира ,кажется ,Щербакова ,и вообще ,почему она не выступает ?	0
1467	Краткое содержание всех коментов рунетика. Больные зацикленные животные ля ??	1
1468	не всем же быть под допингом	0
1469	лучше бы сдох мразотный жирик	1
1470	возможно тебя внесут в список и твою машину, и будут останавливать/наблюдать каждый раз как увидят тебя.	0
1471	id461375000|Тамара],	0
1472	Не жили нормально, неча и начинать.	0
1473	они настолько велики, чтобы полностью кормить эту отрасль. 3-4 доллара за километр, если я всё верно помню.	0
1474	сегодня очередь банкетного в бункере сидеть	0
1475	не обращай внимания .это местный дурачок	1
1476	он не отвертится, будет сидеть, а фебосы посмеются и все... Это лет 10 так уже началось.	0
1477	А что это даст? Ну вот выявили, что я алкаш. А за рулём трезвый и без отстаточного и что дальше? Не понимаю	0
1478	"конченная... с кем рашка воюет? со слабыми и пока они слабые - как только получает по хлебалу - сразу капитулирует - вся её история об этом.... именно поэтому  атаковали и расчленили только молдавию грузию и украину... влезли в сирию и казахстан беларусию армению... и базы военные в слабых странах .. а что с чечнёй? позорное поражение и теперь уплата дани... турки самолёты сбивали и тишина... и всё это с согласия сша и китая. и типа этого не видит ваш конченный нае*альный... ""хватит кормить кавказ..кококо"""	1
1479	такое ощущение, что следующего по твоей просьбе назначат. кого президент предложит, того и выберем. продолжай страдать	0
1480	Может ли Снежная Королева быть негрой?	0
1481	старушка 69-летняя, точнее. Он 69-летней бабуле газом в лицо прыснул.	0
1482	id692715088|Кирилл],	0
1483	id233564382|Николай],	0
1484	теперь усатая улыбнуло??????	0
1485	Ну и гадкая семейка эти Навальные . Ждём жёсткого приговора .	1
1486	ну регионы-то это понятно. Но город, прилегающий к мкаду это не одно и то же	0
1487	анатолька, анатолька)	0
1488	маша гессен ещё х.й себе не пришила?	0
1489	Естессно. Все носители коллективного иммунитета или сидят, или свалили в Грузию. Блин, или коллективный иммунитет про другое?	0
1490	пример некорректен. Минск-2 не подразумевает независимости Донбасса, наоборот. Киев не хочет давать Донецку и Луганску особый статус в составе Украины (автономия или республика, как у нас в России). Украина сама это подписала и сама не хочет выполнять.	0
1491	Опа! Опа! Америка-Европа! Азия-Евразия, что за безобразие!	0
1492	Как американский футбол может быть футболом, если там почти нет взаимодействий ноги и мяча?)	0
1493	"Минкульту ли говорить о традиционных ценностях? Вы посмотрите, какую шляпу они спонсируют. Вот лишь два примера: ""14+"" и ""Тот ещё Карлосон"". Кино вроде для детей, но столько пошлой мерзости я нигде не видел. Ценности, которые нормальные, ясны каждому человеку. Но уж точно не Минкульту говорить о них."	0
1494	знаю	0
1495	"он ""заднеприводный"" .. отдался бы ему?"	1
1496	ты со своей мамкой путаешь	1
1497	Жизнь куда интересней, чем это фуфло	1
1498	Сидят. Посажен губернатор Сахалина, Удмуртии, Кировской обл. Где Леша с ним свои дела крутил. Или вы хотите посадить всех?	0
1499	это я эгоист, получается??	0
1500	потому что путинизм	0
1501	Путин тоже этим занят в данный момент. Думал просто так что ли усраину xyячат?)	0
1502	Путин с американскими партнёрами всегда вась - вась,а со стариной Джо по три раза в неделю созваниваются по телефону ,чтоб справиться о здоровье. Если бы ни эта чОртова пандемия, Путин с Байденым при встрече бы в десна лупились!	0
1503	сосать. Соси	1
1504	какой смысль	0
1505	Только новую серию Намедни закончил смотреть и тут это. Каеф.	0
1506	да, с любовником она расцвела	0
1507	Да я по жирику вижу, какая она сверхэффективная.	0
1508	а кто сказал, что они с мозгами? Я прекрасно понимаю, что спорт - это нездоровье. Я пыталась донести мысль, что больных не допускают ни до соревнований, ни до тренировок	0
1509	не забудь преклонить колено перед очередным чёрным и почистить ему обувь. Просто потому что ты должен прогнуться, как и все остальные. ??	1
1510	может у него не хватило фантазии придумать каждому помещению названия, поэтому он тупо их пронумеровал, как квартиры.	0
1511	Тебе бы её судьбу, Любаша...	0
1512	как я и говорил, выродки постоянно пишут сообщения не связанные логикой	1
1513	прикол это... До исправления заголовка выглядело так, что мы признаём ДНР и ЛНР Россией.	0
1514	Такая надежда была после посадки, что всё теперь уже точно будут и скачки и прорывы. Но,  увы... Может маломерку с друганами тогда посадить и посмотреть...	0
1515	"Я недавно болел. Стаж 12 лет. Что от предприятия за первые 3 дня, что от ФСС за остальные 4 получил в два раза меньше окладной ставки. Там есть какой-то предел по выплате за сутки, выше которого ты не получишь. Единственное, теперь стали оплачивать больничные дни, приходящиеся на выходные.  Проблема людей с ""высокими"" окладами."	0
1516	Россия в изоляции*	0
1517	Мда, послушать его так в украине все такое особенное и все такие особенные, в каждом абзаце есть это слово. Обычный пропогандон, у нас своих таких тыщи	1
1518	Как к Хельсинкским Соглашениям Европа вернется, так все остальные автоматически выполнятся.	0
1519	Не радуйтесь, либералы, это ненадолго.	0
1520	Новый альбом alt-j и правда офигителен	0
1521	все познаётся в сравнении. На территории 404, с 2014г., всё выросло от 4-х до 20-и РАЗ!!! В России в 1.5 -2 раза. ????????????	0
1522	"вот и посмотрим на счёт ""букв"" и закона. И что напоминает? Правосудие в стране допенгоедов?"	0
1523	там на роль Белоснежки уже латиноамериканку утвердили	0
1524	Военным что приказывают, то они и делают. Да и, мне кажется, белорусских солдат к этой кровавой авантюре не будут привлекать, чтобы не растерять последние остатки лояльности с их стороны.	0
1525	чаю попей	0
1526	опять высер какого то жида ........... это длится уже 1.5года .. всем уже пох.	1
1527	ты в Москве вроде живешь, почему тебя заботит кинопроизводство и отбор актеров в ДРУГОЙ СТРАНЕ? Не нравится зарубежное кино, смотри кино эРэФии - ты не имеешь отношение к западной культуре, ты не часть ее ЦА, так, потребитель от которого никакого кэша не падает.	0
1528	это нарисовать картинку как мн17 сбивает самолет	0
1529	Та отдайте хохлам этот Донбасс, ну Крым оставить ладно, хотя мне то че с него ??	1
1530	ботов не спросили, ай ай ай непорядок	0
1531	что у вас за болезнь?	0
1532	там в ВАДА вообще не знали, что, оказывается, пробы олимпийцев надо проверять до начала ОИ.  Компетентные нынче агентства, ничего не скажешь. ??	0
1533	Похоже что там адекватная только женщина, которая торговала у мечети, ибо не прожить ей иначе	0
1534	Алё, америка туда как раз войска отправляет. Там находятся и американские и британские и прочие военные и инструкторы НАТО. А вот Россия держит войска на своей территории.  Там где считает нужным.  В том количестве которое считае нужными И так долго сколько посчитает нужным.	0
1535	да, заколотили ракету )))	0
1536	Надо срочно подать на МОК в суд за нарушение правил проведения олимпийских игр	0
1537	зачем мне её судьба... Я не хочу, чтобы меня имели в своих политических играх и выставляли идиоткой на весь мир. Её будущее - полное забвение.	0
1538	id561362896|Антон],	0
1539	Говнарство	1
1540	с какой такой?	0
1541	я в Барнауле живу, который в Алтайском крае - может ты там ментально живешь в Пиндостане копротивляешься неграм.	1
1542	почему нет? Мне, например, удобнее сходить на них в своём подмосковном городе что бы не тащиться в центр Москвы в выходной. Не очень круто, что по концертным площадкам только дк, но музыку послушать норм. По крупным площадкам в крупных городах тоже играют, разные туры, разные масштабы концертов.	0
1543	Первую открытку можно спокойно подарить самому себе, да и не только её))	0
1544	экскюзе'-муа! интересно в каком месте она ФРАНЦУЗСКАЯ?	0
1545	простите, в какой стране ЕС ( или штате США) вы платили налоги?	0
1546	забыл кое-чего	0
1547	Свободу Алексею Навальному!	0
1548	Одним словом - единороссы. Капец, и эти люди решают как жить всей стране. Два конченных идиота	1
1549	Терь нашим не надо пытаться перевести внимание людей на ВАДА и МОК, которым эти тесты подсунули, надо срочно заводить дело , так это оставлять нельзя	0
1550	Что, в общем-то, подтверждает известную истину: у таких людей родина там, где их украденные у страны и народа деньги. Это, понятно, касается подобной публики с любым гражданством. Когда русский солдат с криком «За Ротенбергов!» пойдет в атаку на наступающие танки НАТО, он может быть уверен только в одном — все те, за кого он сейчас умирает, будут очень далеко от территории, на которой он умирает. Украинская сановная шваль ничем не отличается от любой другой. Не барское это дело — за родину живот класть.	1
1551	"арбитраж разрешил ей продолжить соревнования, не смотря на положительный тест на допинг. Это сделано потому что ей нет 18 лет. В соответствии с этим решением она и продолжит выступления на соревнованиях. Но вот торжественно награждать ""грязных"" спортсменов никто не обязан. Тем более что это чревато отказом других призеров подниматься на один пьедестал с ней. Вот такая приключилась коллизия."	0
1552	id131887586|Антон],	0
1553	после того, как Крым вернут, с бамбаса всю шваль уберут и мёртвых воскресят.	1
1554	Похер	0
1555	ты написал этот коммент со своего телефона в эту соцсеть благодаря США. Удались и иди подковы куй, будет тебе добро)	0
1556	Там уже истеблишмент из страны повалил. Вот и всё что нужно знать	0
1557	сберегли для царя	0
1558	вею тебе ж0пa, мы все тебе верим, т.к. знаем, как ты тут за аргументы и факты горой ??? а что бомбили кассетными бомбами с урановой начинкой и без одобрения ООН, так то да все для того, чтобы все были счастливы ????? БД  б..я ??	0
1559	Большевики, конечно, и были этой красной плесенью, сожравшей Россию, а теперь ядовитые слизни дожирают беспамятную, в гангрене, мою Родину. И это отнюдь не смешно. Мерзко и страшно.	0
1560	крым вернули , Шпицберген отдали.	0
1561	Твои дети уже на границе?)))	0
1562	весь 2021 было интереснее: рубль как бы крепнет, но цены растут так, что откладывать и в рублях опа, и в валюте	0
1563	Навального будут судить за неприавильные слова суудье	0
1564	Это как ситуация с неграми в США теперь негр это не причина ареста )))	0
1565	Тихоновские сотрудники кгб Шеймана в Беларуси,  не слушайте что она говорит, диверсантка в ЕС.	0
1566	какой коля? ейного мужыка вроде серёжа зовут, не?	0
1567	С 90-х годов наблюдаю за мыльной оперой под названием «Гулаг» и пришёл для себя к однозначному выводу!  Все сволочи, приговорённые советским судом к разнообразным срокам заключения или расстрелу, это заслужили!	1
1568	а, понятно, ты престарeлый шизoфреник.	1
1569	ни под чем. Таблетки у нее нашли только по одной причине - она сильнейшая и она из России. Когда свои таблетки жрут, все хорошо. Просто политика.	0
1570	"2 недели в год??? Может пора завязывать с рабством? У меня 28 дней основной отпуск, 16 дней ""северные"", 7 - надбавка за вредные условия службы. Уже 51. Плюс два учебных каждый по 25.  Итого 101 день только отпуска. Плюс график 2/2. Я меньше работаю, чем отдыхаю."	0
1571	и ведь многие тут оправдывают его. дескать она же нарушала закон, все должно быть в рамках закона. она должна ответить перед законом. ну короче обычная пупинская риторика	0
1572	странно, когда чм по футболу продали россии это не политизированная организация, когда мок что то делает это политизированная, по твоему чтобы она была не политизированной туда надо на 60% посадить еровцев? ну да забавно наблюдать, делают свое дело, расчитывали на противоположный? история с допингом не кончилась, cis пошел на встречу спортсмену и не стал ее отстранять, а то вдруг в лабе ошиблись а ее отстранили, отобрать потом легче, чем потом искать и перенаграждать. да да юристы из швейцарии вроде как говорилось, как ты там говорил, люди которые могут быть политизированы	0
1573	как ватник прогнозирую, что все это кончится ничем. Так как никакого нападения и не планировалось.   Но вообще, Западу благодарочка за это шоу. Как Леху посадили, скучновато стало, а тут такой цирк подвезли, и, похоже, что надолго.	0
1574	на заработки вышел бот ???	0
1575	да история с ведьмаком и кольцом времени повторяется, кринж полный Ладно бы ввели темнокожих персов как просто выходцев из южных стран, я бы спокойно отнёсся, но эльфы негры это кринж вселенского масштаба	0
1576	Чёкнутый владыка. Что запупкинские портянки скажете?	1
1577	спасибо, был не в курсе	0
1578	ой ясно, ты просто тролль, пшел на*уй)	1
1579	я не понял - кто из нас тут пытается справедливость извратить???	0
1580	тут новая тема пропаганды, типа день Валентина это праздник геев и вообще это всё геи придумали.	0
1581	это да?? Коллег_ессы работают с 10 до 21(или с 8 до 15:42), а я с 9 до 21(с 8 до 16:30) ?? А ещё говорят обратного сексизма не бывает.  Ещё как бывает - даже не законодательном уровне)	0
1582	кому-то на это не плевать?	0
1583	денег нет(	0
1584	после смерти Путина. 2-3 года осталось подождать	0
1585	А в Украине- самоубийсво.	0
1586	"ты имел в виду ""нет места здравому смыслу""?"	0
1587	разумеется, не забывая про все еще оккупированные территории Куивским режимом территорий ЛДНР	0
1588	Пока вся планета носится с какими-то там тестами, глава нижегородского минздрава научился ставить диагноз по голосу. Хотя, между первым и вторым разница небольшая	0
1589	id40295433|Сергей],	0
1590	id173284085|Amon],	0
1591	в Москве такого не замечаю.	0
1592	По миру много статистики.	0
1593	А как быть с простым небогатым народом Украины? Их бросили и дали автоматы из дерева.	0
1594	Сейчас слушаю новости. -Украина готова пойти на многие уступки, но не на отказ от НАТО. (с)	0
1595	все так!	0
1596	Когда навальнисты приходят к власти, у вас пропадает всё!...?????	0
1597	А ведь мы стали забывать, что единоросы - не мужчины. Спасибо чеченцам, что напомнили	0
1598	"90-е. Луганск. Двое в центре: криминальный авторитет Валера ""Доброслав"" Доброславский и Алексей ""Мячик"" Данилов ныне глава СНБО бывшей вна вукраины."	0
1599	"откройте новое течение в авангардизме — ""жопарояль"" ??"	0
1600	ага... умное голосование снова обеспечило ещё 10 мучительных лет с путиным для вас ...  иначе смысла назначать эту мышь до 27 не имеет. несчастные вы уе*аны.	1
1601	Не, мы сами норм ссым на eблеты лахтоблядям )	1
1602	он дурачок ........ почему они должны уезжать из донбасса в Россию, если их дом там......... может лучше Павловский сыпётся на свою историческую родину ..	1
