	text	target
1923	Потому что если не брать больняки. Денежки которые отправляются в фонд. Просто пропадут ????	0
1626	Что-то мне кажется негроэльфы будут самой небольшой проблемой этого кинча.	0
2117	[id685229480|Владимир], я вообще то славянин, а ты мечтай выродок	1
2498		0
2051	https://youtube.com/shorts/2bRvObpxnFE?feature=share??	0
2895	"[id692756807|Евгений], тебе сколько лет,  дебилушка? Если среди твоего окружения ""таких нет"", то это значит только то, что и ты, и твоё окружение, говнoeды??"	1
2202	Естессно. Все носители коллективного иммунитета или сидят, или свалили в Грузию. Блин, или коллективный иммунитет про другое?	0
1684	пиар журнаглистов: Махоумс некстван и будущий лучший после Брэди, Канзас команда-династия аля Чикаго Буллс #вотувидите  реальность: трудяга Стэффорд берет титул в первый же сезон с новой командой после десятилетнего страдания в аутсайдерской помойке	1
74	[id483002399|Максим], он вёл себя, как гражданин России, они режут головы своим чеченам, это же хорошо, что не обычным русским парням идти и резать их за них	0
810	Как не могут? А как же 16 февраля?Опять обманули?	0
1424	[id52792012|Павел], какое такое орви? Нет никаких болезней, кроме коронавируса. Паникуй, бейся головой об стенку, дела 8 прививок и далее по кругу	0
1598	[id38431614|Лиза], а где борода?!	0
2603	"Минкульту ли говорить о традиционных ценностях? Вы посмотрите, какую шляпу они спонсируют. Вот лишь два примера: ""14+"" и ""Тот ещё Карлосон"". Кино вроде для детей, но столько пошлой мерзости я нигде не видел. Ценности, которые нормальные, ясны каждому человеку. Но уж точно не Минкульту говорить о них."	0
494	[id215949221|Виктор], пожалуй самый верный комментарий, который бы объяснил негативное отношение к вакцине в нашей стране. Людям слишком много врали, причём у этой лжи давно был накопительный эффект. И сейчас продолжают врать. Если нет доверия, то и ставить народ толпами не ломанется прививки. Жаль что этого не понимают люди, которые всех в антиваксеры записывают из-за недоверия к не проверенной прививке	0
655	"Гы-гы-гы, я уже понял почему - чтобы на экранах ПВО в случае чаво ""левые"" точки не светились. Украина привела войска ПВО в боевую готовность. Как с Сирией с ней не получится."	0
1721	[id172606563|Дмитрий], конкретно по эпизоду допуска к соревнованиям - уже всё.	0
64	[id1070940|Павел], нелегально торговать - нет. Нападать на пожилого человека с применением перца - тоже нет	0
1096	Признанием этих территорий как Российских, или что? Просто не особо понял формулировки	0
208	[id207989401|Alpine], конечно Америке выгодно чтоб началась война, я уже выше написал почему. С какого Россия должна при таком напряжении у своих границ войска отводить? Они стоят там для защиты, а не для нападения. Отвести войска это всё равно что сказать - захватывайте нас, что хотите делайте, мы не будем сопротивляться. Это штатам пора завязывать со своими гнилыми провокациями, это всё в масштабную войну вылиться может	0
149	?	0
173	[id652812050|Андрей], меня волнует, что эта помойка, волнуется за что то в России происходит	1
2744	[id560950223|Andrey], не не угадал)(	0
2357	Путина за решетку...	0
1767	В мотивировке написано, что до спортсмена поздно донесли и не дали защититься плюс интересное. Отстранение от сооевнований нанесет непоправимый вред спортсмену. Какая-то слишком американская формулировка. Неужели нормальный адвокат был?	0
2600	Этот проект нужно похоронить. Рабство отменили в 1861 году, идеологию в 1991м.	0
2984	Аххахаххахх)))) Е*ать ?????? Ну это бунт	0
1650	Джим Керри как всегда шикарен ??	0
1071	[id357654436|Влад], кто тебе такую дурь сказал?	0
1329	[id124193088|Александр], ладно	0
1892	[id15194789|Юрий], то есть ты предлагаешь челу чтобы у него был отпуск не 2 недели, а 50 дней переехать на север, устроится в дурку? могу еще добавить к твоему совету чтобы на пол ставки он устроился в зону пострадавшую от чернобыля, будет еще 7 дней дополнительных получать к отпуску ???	0
333	[id499300358|Slava], но, комметарий то ты написал...	0
2816	[id426051390|Дмитрий], мат часть.... да иди ты сам... учи??	0
2860	[id1208056|Максим], Байден сказал, что нужно выполнять Минские соглашения-2, чтобы Россия не напала на Украину, он ее и принуждает к их исполнению. Байден не Путин, сюсюкаться с киевским режимом не собирается и перешел от слов к делу - сделал из Украины беспилотную зону. Байден молодец.	0
1230	[id101148|Василий],  Делимханов Адам Султанович- Депутат Государственной Думы Федерального Собрания Российской Федерации VIII созыва, Член Комитета по безопасности и противодействию коррупции, Советник Главы ЧР, Член Президиума Регионального политического совета Чеченского регионального отделения Партии «ЕДИНАЯ РОССИЯ»	0
2849	[id131887586|Антон], после выполнения Будапештского Меморандума, говорю.	0
1898	А в чем прикол?   Больничный же оплачивается меньше, чем рабочие дни   В деньгах потеряешь	0
1055	[id496261696|Андрей], правильно, если Украина не выполняет Минск 2, что же теперь, чаю не попить?	0
2507	[id619708832|Алёша], после смерти Путина. 2-3 года осталось подождать	0
2351	[id445628606|Буба], это другое	0
2331	[id445628606|Буба], но были ли там красивые женщины? Кто у Пригожина жена вообще? Валерия???????	0
738	[id548830089|Влад], со всех сторон - профит;)	0
2252	опять высер какого то жида ........... это длится уже 1.5года .. всем уже пох.	1
1980	[id700960213|Аглая], хде  подписи?	0
193	"РОССИЮШКА - ""ДОБРЫ МОЛОДЦЫ"""	0
845	"[id664336069|Лол-И], то чувство, когда хотел обосрать пиндостан, но сделал это не снимая штанов.  Если посмотреть репортаж, откуда это взято, то в нем есть слова типа ""....если до вас, так и не добрался новый айфон, новейшая видеокарта или другая новейшая техника..."" а речь идёт о перегоне, где поезда замедляют ход и этим пользуются...эммм...афроамериканцы, чтобы проникать в вагоны и воровать дорогую электронику.  До чего обнишали проклятые пиндосы, заказанную в интернет магазах дорогущую электронику товарными вагонами возят."	1
1407	Раз раз раз раз раз раз	0
1764	"[id22236590|Александр], с одной стороны Запад действительно прессит ROC, но со стороны ROC тоже не особо дальновидно жрать всякую запрещенку, когда ты находишься ""на карандаше""."	0
573	[id452831118|Александр], а почему он должен создавать? Или, когда ты приходишь в ресторан и тебя кормят дерьмом - ты не имеешь права возмущаться, если сам не умеешь готовить? Странная логика, однако.	0
831	Сброд из Пердузы , мордор это вы , и находитесь вы в мордоре . Следите за метлой , продажные черти , свою родню оскорбляйте , если она на вас похожа , и является таким же гоовном как и вы .	1
5	Парфёнов прекрасен, лексический и эстетический  оргазм обеспечен.	0
1587	Как забавно у местных эльфов бомбануло.	0
1415	[id406365004|Илья], там анализы не за рулем собирать начнут	0
825	"[id493706993|Nella], угу, продавщица ларька готовая бежать за автоматом в случае ""наступления РФ"", бабка желающая записаться в ряды терробороны и все это под заголовком про то, что Харьков готов воевать. Все штампы пропаганды применили, как в совке или у Геббельса. Даже промытые заметили заказной характер статьи. Я очень рад что для тебя это объективно, на самом деле, такие тупорылые овцы как ты должны по окопам дохнуть и только уже в луже собственных экскрементов осознавать свою ущербность."	1
409	История о том как несколько человек придумали свой совок	0
237	неужели одумались?	0
2649	[id131887586|Антон], надежды не только юношей, но и бамбасов питают!	0
2796	"""Посмотри на кого ты стала похожа,"" - Симона Байлз и Серена Уильямс резко осудили Камилу Валиеву за применение допинга"	0
300	[id613406373|Kirill], зря ... норвежцы это давно доказали	0
2780	"Может эти все ""члены Форбс"" с обеих сторон в Лондоне меж собой и вовоюют?! Ахметов с Ротенбергом, Коломойский с Абрамовичем, итд!"	0
444	[id7338563|Timur], научное исследование  публикует в Ланцете или подобных изданиях за свои деньги сам исследователь.	0
2997	[id316730245|Александр], как дешево вы работаете... кто ещё не понимает что всё что появилось внутри россии да ещё и открывает своё е*ало - агентура галимая?  вы думаете негативный пиар ещё работает как с навальным? уже нет...	1
2976	Украинцы, какие наxyй договоры о гарантиях безопасности, ЕСЛИ ОНИ УЖЕ БЫЛИ  Вы чо там, хотите поверить старому nuzga6oJIy?	1
1399	[id665269165|Сергей], на электросамокатах	0
1966	[id688989552|Виктор], бот, ты опять новости перепутал, тут не про Францию новость??????	0
2235	[id494138618|Лиле], тупой мем. Даже не улыбнуло.	0
1793	Она несовершенолетная.  Ей пох эти расследования В ответке тренера и врачи	0
422	"Огромный старый мост?!??  Ммм, почти как песня из ""Король и Шут"" - Проклятый старый дом..."	0
629	"""Медуза"", с чего вы взяли, что все? Манипуляция в риторике. Нехорошо!"	0
1557	[id32109422|Диман], Щелкунчика ещё)	0
1942	Из новостей полностью исчезла Чечня. Уже всё уладили?)	0
2941	Андрей Белов войны не будет теперь,я сам наполовину хохо.л и знаю как устроен их интеллект-они испугаются )) вылазки будут,но они быстро будут присечены,вопрос решённый,Харькову помощь уже не нужна.Русский дух уже всё решил ))	0
507	[id920482|Роман], ты что сказать то хотел? На вакцинах пилят везде. Так что обтекай. Защитник европки	1
1304	[id503582303|Farid], я даже не знала, что это шутка??	0
273	Может 14 февраля с любовницами праздновать улетели?	0
1034	[id10287834|Лёха], прикол это... До исправления заголовка выглядело так, что мы признаём ДНР и ЛНР Россией.	0
1066	[id5018141|Ярослав], хохла спросить забыли, это же очевидно	0
2973	[id254530853|Андрей], ну тут либо вы п....ры дырявые либо кремлеботы, даже не знаю чью сторону принять	1
1372	На пожилую женщину напал-считает себя героем, а как угроза в соц сети поступила-поджав хвост убежал и защемился ?? вот и все что нужно знать о чинушах. Типичная едросня	1
1889	[id172606563|Дмитрий], клоун тут ты чмара ботярская. а чел дело пишет	1
1773	Это отложит немного войну с украиной	0
1860	Прикольно наблюдать как пидоргов бомбит от этой новости))	1
978	Это Анатолька, перешли её только самым дорогим всем подряд людям в количестве 28штук и получи шанс выиграть скатерть.	0
1835	Она умничка ,и сделает всех!!!	0
397	[id330952393|Юлия], немногочисленная кучка прогрессивных мракобесов сейчас откомментируют, что любить и ненавидеть.	1
37	"""Нравится не нравится, терпи моя красавица."" (с)"	0
840	Боты Медузы знают.	0
94	Как гриться, влип очкарик	1
59	Опять чиновники и тренеры подставили спортсменов.	0
2356	Пентагон заявил об истечении времени на мирное решение по Украине. Ну шо, открывай Босфор. Начинается дискотека	0
1555	[id617658661|Podporuchik], там на роль Белоснежки уже латиноамериканку утвердили	0
541		0
797	[id674748930|Sam], а если российские либерасты исчезнут из комментариев,значит они намылили чубы и пошли в схроны?	1
535	Не знаю ни одного чела, который бы о нём что-то хорошее сказал. ?? Особенно после того, как врал, что потерпеть придётся неубранный мусор во дворах, чтобы начали вывозить куда положено. А оказалось, как всегда, втихаря до ближайшей промзоны вывозят, где уже все журналисты побывали, в Мурино на ул. Челябинской, 160 и лично убедились.	0
450	[id190606532|Илья], Ну у нас статистика засекречена, может потом лет через 20 откроют. Но есть другие страны, где ведется, как с ними быть? В Казахстане после вакцинации от коронавируса российской вакциной «Спутник V» за 9 месяцев скончались больше 680 человек. Об этом заявил глава минздрава республики Алексей Цой	0
1035	"[id191662231|Александр], по новому закону любая страна где ты достанешь ""из широких штанин"" переходит в собственность пуни..."	0
108	[id613406373|Kirill], хотя не берусь спорить. Возможно она действительно что-то принимала. Просто кажется странным, чтобы спортсмены, за которыми такой контроль, особенно российские спортсмены, на которых весь мир только и ждет чтобы спустить всех собак, будут заниматься такой фигней и жрать допинг	0
2072	[id685229480|Владимир], у меня вопрос: в Арзамасе столько дерьма, что уже не помещается и в интернет лезет?	0
581	Электроника УК-НЦ, Микроша, Агат, составят ещё какую конкуренция всяким там эпплам. Посадят на них бабок Путина и вперёд ломать сервера заклятых пиндосов ?????? Даже блохбастер какой можно будет снять по этим мотивам.  На какой уровень развития интеллекта направлена эта новость?  Ну если нефтянку даже одну переведут на отечественную электронику и то хорошо.	1
719	Дубинин хоть бы к микрофону встал, бэки подпел, а то стоит неприкаянный как бедный родственник.	0
2704	кто ж теперь с цветами русских встретит? нравится,не нравится а джевелин и стингер справятся!	0
2991	[id717780224|Sam], он не может, он на задании.  Ему ещё после смены все свои выcepы в отчёт надо будет собрать и сдать куратору. И пачку доносов приложить к отчёту.  Иначе зарплату зажмут и премии лишат.	0
625	[id40275211|Денис], поехавший	1
510	[id14745887|Максим], Какой глупый, ещё из себя пытается психолога корчить.	1
914	[id12353081|Никита], ??????, пора его гнать под зад коленом в гаагу...	0
1505	[id95947521|Леонид], Блейд по ЛОРу тоже был белым, а Ник Фьюри тоже, а рэп и блюз изначально пели только чёрные - выпишем Эминема из реперов и половину джазменов из музыкантов ведь зло ничего нового не может придумать?	0
2795	Так и  наши буржуи побегут, как только чуть народ зашевелится .	1
103	[id31228107|Александр], а принимать допинг нашим можно?)	0
2488	[id266218813|Кристина], вы сколько в год платите за отопление?	0
339	Дб	0
1438	[id18573805|Георгий], насрать	0
2867	Странно, что кремль не боится его захвата, пока войска стоят на границе Украины? Это же классная возможность.)	0
2789	Буратино едет а гости к кекелам	1
1376	[id171460172|Семен],  Если кто-то регулярно бухает, но за руль садится только трезвым, у него заберут права?	0
1564	Всей душой хотелось бы увидеть чёрного Леголаса	0
2516	"[id607580468|Andrew], О, как.. Гнида бандеровская .А что же санкции против него не вводят?  Секретарь СНБО бывшей вна вукрайны Алексей Данилов по кличке ""Мячик"" имеет паспорт ЛНР .  Ярый противник народных республик Донбасса был вынужден оформить паспорт ЛНР.  Секретарь Совета национальной безопасности и обороны (СНБО) бывшей вна вукраины Алексей Данилов в 2018 году получил паспорт Луганской Народной Республики. Фото документа опубликованы в луганских пабликах ВКонтакте.  По словам Марианны Василевской, возглавлявшей в 2018 году Ленинское районное отделение миграционной службы города Луганска МВД ЛНР, паспорт ЛНР Данилову потребовался, чтобы легально продать свою квартиру в Луганске.  Вопрос был решён после благотворительного взноса в размере двух тысяч долларов, который будущий секретарь СНБО бывшей вна вукраины заплатил в фонд МВД ЛНР.  Ранее сообщалось, что Данилов бросил свою 89-летнюю мать в Луганске. Она живёт на пенсию ЛНР и получает материальную помощь от журналиста Анатолия Шария."	1
2419	Заипали креативные лошары навальноиды перепостами с Весёлых Картинок.	1
1854	"[id172606563|Дмитрий], снова попытка манипуляции и выдать желаемое за действительное? Вроде в прошлый раз я тебя макнул лицом, давай ещё раз, если до тебя плохо доходит.  Я привёл в пример тысячи положительных комментариев в Инстаграме. Я где-то заявлял, что это ""мнение всей страны""? Ну давай точную цитату, только не увиливай.  То, что Инстаграм копит ботов != часть/большинство/все комментарии в поддержку Валиевой от ботов. Про ботов можешь заявлять что хочешь, но конкретно в этом примере доказать этого ты не можешь."	1
1306	Тот случай,когда депутата не жалко	0
1200	[id172606563|Дмитрий], в России все субъекты, в которых в названии есть слова край, республика, автономная область и так являются с особым статусом. Ровно то же самое предлагается и Украине. Тем более, у Украины был Крым с особым статусом - автономная республика. Так что здесь ничего нового. Если с кем то что-то подписываешь, то автоматические признаешь его одной из сторон. А после это всё ещё и в ООН одобрили. Весь мир дебилы, только на Украине политически грамотные. Ага.	0
2596	[id704503360|Леонид], Повторяешся, меняй методичку.	0
375	разасраться с братскими народами и стать на колени перед китаем. ужас	0
818	спасибо за интервью. желаю ему победы	0
2199	[id445628606|Буба], он не отвертится, будет сидеть, а фебосы посмеются и все... Это лет 10 так уже началось.	0
882	[id496882193|Александр], если не понимают - то снять штаны и бегать по кругу	0
2742	[id560950223|Andrey], себя спасай вата!)	1
2215	[id131887586|Антон], зачем начинать ныть? Вы думаете, на этом закончилось всё? Отнюдь нет! Всё самое интересное начнётся после Олимпиады, когда настанет время проверкам! Жалко девочку.. Даже, заработав сейчас медаль, она может потом её лишиться! Скажите спасибо тем, кто дал ей то, на чём она погорела!!!	0
853	[id526234962|Алекс?й], https://gosvon.net/photo.php?id=526234962	0
89	[id358031403|Dmitry], так пойди купи по закону.	0
1788	[id138968138|Павел], ты наверное пропустил зарубы медвеботов против загиботов. в конечном итоге их обоих выкинула тренер	1
355		0
1501	"""Зло не может создать ничего нового, оно может только испортить и разрушить то, что изобрели или создали добрые силы"". - Дж. Р.Р. Толкин."	0
2813	[id426051390|Дмитрий], ну так то по телику 5 мин назад был прямой эфир.... телик конечно врет но тут бы зачем ? сказано что немного запрещенного вещества было найдено в пробе за декабрь 2021 года. но так как не были вовремя совершены действия по раскрытию этой информации, и потому что Валиева еще ребенок она защищена спортивными законами. по совокупности ей разрешили участовать в играх. таким образом даже наша гос тв не отрицает факта употребления Валиевой допинга. еще вопросы ?	0
1629	[id13834433|Ренат], ^жестко надристал в комментах.	1
1217	[id30697458|Иван], так зам, же, ток назначили, не успел	0
1965	Санитары! Тут кремлебот сам с собой разговаривает!	1
2569	[id704503360|Леонид], А двай коррупцию, назовем лоббизмом. И нет корррупции.	0
1460		0
226	Хоть что-то разумное. И то, не по собственной инициативе приостановили, а потому, что против этого бреда подписали коллективное письмо почти все худруки крупнейших театров страны, включая Хабенского.	0
16	[id172606563|Дмитрий], а у нас закон другой, нужно на проведение митинга разрешения получить	0
2737	[id88198113|Вячеслав], это констатация фактов.  Договорнячок Байдена и Путина работает. Еще не много и киевский режим под давлением США выполнит Минские соглашения-2. И все будут довольны. Россия получит Украины и не расширение НАТО, а Байден обьявит себя миротворцем, тк помог прекратить третью мировую войну и реализовал Минские соглашения-2, что никто не смог сделать 8 лет до него. Все в плюсах, кроме бандер, которых  начнут сажать	0
1441	[id443304761|Владислав], в моем окружении все болели ОРВИ как обычно	0
2663	[id245116690|Виталий], Договорнячок Байдена и Путина работает. Еще не много и киевский режим под давлением США выполнит Минские соглашения-2. И все будут довольны. Россия получит Украины и не расширение НАТО, а Байден обьявит себя миротворцем, тк помог прекратить третью мировую войну и реализовал Минские соглашения-2, что никто не смог сделать 8 лет до него. Все в плюсах, кроме бандер, которых  начнут сажать	0
1905	[id2747733|Антон], никогда не болей в январе, не совершай моих ошибок	0
2149	[id573289077|Логунов], ты чё ??псака-это захарова!!	0
42	[id651819614|Сергей], лучше бы они с собственными проблемами разобрались, вместо того, чтоб решать кто там сырьевой придаток, а кто нет.   P.S. Не надо орать про кремлеботов и 15 рублей. Нашего правительства это тоже касается.	0
912	1-я гвардейская танковая армия им. Святого Джавелина.	0
232	[id119541577|Анна], конечно слышал.	0
1560	[id121275714|Степан], да тоже фигня какая-то. У Толкина все нормально написано, не надо всякий фемобред толерантный туда вплетать	0
1457	[id555305850|Banana],	0
1367	Скоро введут чеченский налог. 10% от дохода идёт в казну Чечни.	0
471	потому что от этого пукника полно летальных исходов..Хотя какая в стране медицина,такова и вакцина??	0
2427	[id601800632|Иван], где такой убогий фш берёшь?)	0
1648	Должен же был dr dre выступать, а ее 50, что случилось?	0
1305	[id18873973|Юлия], старый видосик стал классикой.	0
2836	Я не в теме, а оно ей надо?	0
493	[id7338563|Timur], ну оскорблять людей за их нежелание вакцинироваться - неправильно. Изначально центр Гамалеи заявлял, что их вакцина полностью защищает от короны. В итоге те, кто её ставили, либо болели, либо умирали. А вот если они начали бы информировать людей, что вакцина именно что позволяет проще перенести вирус, имея всё же возможность его подхватить, тогда ваши слова имели бы больше смысла и неотвратимость их точности.	0
2404	Такая надежда была после посадки, что всё теперь уже точно будут и скачки и прорывы. Но,  увы... Может маломерку с друганами тогда посадить и посмотреть...	0
154	[id659653741|Иваныч], не завидуй	0
1829	Она молодчинка!!!,Камила забирай все медали!!!	0
2928	Антон-gandon , холуй едрисневый скоро сдохнет от бздежа.	1
844	[id207989401|Alpine], а что не так с рублем?	0
2069	Примерно так Делимxанов заставляет извиняться мундепа.	0
2490	[id266218813|Кристина], 60 к в год?!	0
2099	Ждём Закускина приседающим на бутылку??????	1
341	Что, так и не напали? ??	0
283	[id659653741|Иванычъ], так он свой. Только страна отвергла	0
777	[id72210965|Илья], выполнили бы минские соглашения, и проблем бы не было у Украины. Просто США тогда не смогла бы вводить санкции против России.	0
2143		0
1577	[id32109422|Диман], всех это кого?) Вы понимаете что всему миру плевать на СНГ?	0
2118	"""Записываются в ряды бандеровских банд!""Никому  не говорите это в общественных местах в русском городе Харькове,там веками никогда не разговаривали на галичанской мове,чисто русский город вроде Воронежа или Ростова!Нагнали аваковский нациков вот  люди и боятся сидят на кухнях и ждут освобождение!Припрятали уж давно триколлоры!"	0
1762	[id233032740|Даниил], отобрать 100 социал поинт и кошка-жена	0
2457	[id658179580|Сергей], влюблённость (заболевание по международной классификации, обычно продолжающееся 2-3 года) переходит или в любовь или в привычку или в ненависть, это уж кто как умеет.	0
2388	Жоне провокатора Охранки только так можно оскорблять, наш самый справедливый суд, остальные жены за подобное сами сядут.  Не переживай, Юлия, Алеша на даче Охранки загорает. А это только пиар провокатора от куратора, ну вроде, - чмоки-чмоки..,	0
1775	[id233748241|Илья], это значит, что ей нет 16, у неё особые права, по типу не разглашать результаты положительного допинг теста до окончания расследования. Собственно, из за этого все молчали несколько дней до официального заявления антидопинговой комиссии.	0
1947		0
465	[id267890490|Imraha], эпивак например)) который на каждом пеньке кололи ))))Жирик через реанимацию доказал	0
965	[id256116|Игорь], день Святого Вазелина??	0
1837	[id655423629|Артур], на допинге она может все забрать. Кто спорит?	0
2605		0
2775		0
93	он по едросовской привычке думал, что с бабками воевать безопаснее.	0
1693	[id460403174|Come],	0
24	как же МОК обеспокоился, как же обеспокоился, ну не хотят они видеть наших девиц, красавиц, наших отличных спортсменок в лидерах, ВПЕРЁД РОССИЯ!!?!	0
1698	[id688762712|Murat], шикарные? Серьёзно?	0
2310	[id704299748|Альберт], ты со своей мамкой путаешь	1
616	[id250820205|Дмитрий], какая фраза! ОН ЖЕ БРОСИЛ АВТОРУЧКУ!	0
807	[id236631709|Андрей],	0
1374	Разве так и раньше не было?	0
2094	Мы все извиняемся !!!	0
1614	"[id107117263|Артём], тебя снг-шное убожество с снг-шным языком кто спрашивает вообще? позор нации позор страны, позор всего человечества. давай озвуч своё это ""Россия должна покаятся и встать на колени перед западом и извиняться тысячу лет за свои грехи и вообще распастся на молекулы, ибо мерзкая отсталая страна"". Давай, я уже подзабыл как ты ртом так можешь дристать"	1
760	[id107028412|Gleb], простите, а вы ватник или хомяк? А то не пойму, подойдет ли мне ваш прогноз	0
2373	[id700243669|Владимир],	0
1592	[id604407503|Илья], нормальное? Почему тогда мозги и капиталы разбегаются?  Почему тогда страна в европейских топах по всей криминальной и антисоциальной статистике? Где не первые с конца, там вторые. Убийства на душу населения (на каждые 100 тысяч), самоубийства на душу населения, аборты на каждые 10 тысяч беременностей и т.п.  Почему целые регионы стоят средневековые мафиозные бандюшатни и государства в государстве?  Почему у нас политическая модель как в туркменистане?  Почему здесь, все коменты - свинячий расистский вой, от двух чёрных пол мига мелькнувших в кадре?  Нормальное у нас общество? Точно? Я вот что то не вижу. Ничего. Нормального.  У каждого общества - есть присущий ему уровень культуры, правопорядка, развития дискурса и т.п. Есть Сомали и есть Швейцария.	0
925	Там США и НАТО полностью снабдили Украину оружием, не удивлюсь если там и джедайские мечи есть. Очевидно, решение правильно. Чёрт его знает на кой ляд Зеленскому война. Но мы в чужие дела не лезем. Хочет воевать - получит отпор	0
736	Не влезет - ссыкло Влезет - агрессор и оккупант	1
1540	[id188954948|Danyel], ну Колесо времени не так уж плох, как Ведьмак	0
216	Шо про ковид все забыли?	0
2960	[id89027568|Славик], ну да, пока ты npostutytkoй работаешь у них президент квн-щик страну защищает  Ты прожил свою жизнь не зря ??	1
1350	"Пока читал в голове вертелся вопрос ""где угрозы отрезать голову?""дочитал и увидел что все на месте,все в порядке, ни каких нарушений устоявшейся нормы нет,вздохнул спокойно)"	0
1672	[id270484805|Александр], да, похоже ты прав. Люди, интересующиеся этими темами будут искать новости спорта не на лентаче. У нас есть свои сайты для этого	0
1921	[id8029289|Михаил], писал бегом, ща исправлю, спасибо	0
1333	Одним словом - единороссы. Капец, и эти люди решают как жить всей стране. Два конченных идиота	1
427	[id674748930|Sam], тогда правда путириотов не было ещё и в умах тех кто их зачал... Эти путриоты никакого отношения к той войне и результату не имеют... Они там жили лично? Нет?.. Они лично воевали? Нет... Они выдели лично фашистов? Нет... . Те события сплошной миф и легенды... Сладкая иллюзия властей РФ для ватноголовых	1
589	Почему, серьезно? Спасибо Горбачев живущими в Лондоне и алкашу сдохшему.... после развала СССР во всем мире стартанули технологии из за того что массово уезжали учёные инженера, алкаш и его Халки торговали разработками СССР, этих двух ублюдков...	1
2897	Хочешь пострелять едь Донбасс защищай, стрелок х@ев, гори в аду…	1
2238	?????? А цветочная церемония у фигуристок будет с вручением цветов и пандочки? Или и цветов лишат наших прекрасных девочек? Старые грузные дядьки воюют с ангелочками. Вселенское позорище... ??	0
1397	Наконец то. Давно пора было сделать.	0
1812	[id5070849|Александр], нет, они закон Родченкова подтягивают, где важен только сам факт обнаружения и кто его дал...	0
