text	target
[id22236590|Александр], желаю рака	0
[id131887586|Антон], ему еврейские цыгане нашептали??	0
"Красавцы, сначала всем там гражданство раздали, теперь независимость!)))) следующий шаг ""референдум"" на котором 105% проголосуют за войти в состав Раши!) это и есть рейдерский захват государств!"	0
Что-то мне кажется негроэльфы будут самой небольшой проблемой этого кинча.	0
[id2419749|Лёва], это с одной стороны вам так эту новость преподнесли. Прям подошёл, брызнул из баллончика и пошел. Наивные люди.	0
Это просто обычный день, не надо притягивать сюда ересь	0
[id626247905|Sasha],	0
[id32483641|Артем], да кому его извинения нужны, местный сраный царек и гниль. Плохо, что за русскую женщину никто бы не заступился. Так хотя бы ответит за свое скотство.	1
А нас опять не спросили, зачем нам кормить очередных иждивенцев.	0
[id216839178|Олег], да, есть люди, которым на это не плевать	0
Новые санкции и рубль по 200. Молодец Владимир Владимирович , издеваться так над страной ещё нужно уметь.	0
[id246098361|Артем], где ты видел то видео?	0
[id100193333|Art?rs], у тебя на женщину никогда не встанет, дурачок. Ты кроме очка своего друга не признаёшь ничего. Очередной выпердыш хохловермахта	1
[id8029289|Михаил], писал бегом, ща исправлю, спасибо	0
Всё Мелик-Хуссейнову плохо. Теперь вот больничные его беспокоят... А то, что здравоохранение Нижегородской области в такой заднице, что даже в условиях стационара взять хотя бы элементарный гликогемоглобин - непростая задача - это его не беспокоит.	0
[id10450663|Митька], Лахта на Круче	0
ну что не хотите ли китайской цензуры для данного телешоу ? или это другое.	0
Это голубой канал ещё не закрыли	0
Вообще до сих пор не ясно, зачем блин фигуристу какой-либо доппинг	0
"[id2359236|Максим], ""хватит простых набросков — они не должны быть идеальными, достаточно уметь изобразить эскиз логотипа или элементы айдентики, блочную схему верстки"".????????"	0
"[id43398959|Екатерина], поздравляю, потешили своё ЧСВ в комментариях. Правда как связаны образованность, образование и культура тоже стоит знать. Человек ""высокой культуры"" может быть вовсе не образован, если что)"	0
[id131887586|Антон],	0
[id28590757|Владимир], сейчас маму твою пощупаю за сиськи и сразу посмотрю на гривны	1
[id30899826|Игорь],	0
[id85966854|Ирина],	0
[id239290968|Айвар], хотел дороги с качественного асфальта стелить ??	0
[id188954948|Danyel], качество и повестка друг другу не противоречат, качеству мешают нищенские бюджеты сериалов	0
[id12908969|Mikhail], тут проблемы - кто будет делать, на какие деньги и накой это делать?	0
И смысл было ей так нервы трепать, не пойму!?	0
Скорей всего из за репутации Путина	0
[id28394871|Руслан], как раз порядок действий он знает?)	0
Закускин - это двоюродный брат Наливкина?	0
[id33838395|Артём], ??	0
"Крыса, сбежавшая из пропагандосми и затесавшаяся в Едре Украинского пошиба, рассказывает как они не хотят войны, получая каждый день ""птички"" с наступательным оружием и как не хотят дестабилизации в Европе США (особенно сп2 ??)"	1
[id521788991|Григорий],	0
[id21715704|Марина], не ценит его общество, да и отбросы никому не нужны!	0
??	0
[id1070940|Павел], БУКи в Чёрном море. Это сильно. Чё куришь?)	0
[id499300358|Slava], так беги быстрее из Украины,у тебя осталось мало времени!!!	0
[id303201232|Андрей], сказала пригоженская соска??????	1
[id21416505|Elena], чтобы медали получить и в Россию увезти. Ненависть именно из - за этого.	0
[id1844916|Владимир], не факт. вон абхазия и приднестровье тоже очень бы не прочь нам на шею сесть, но воз и ныне там.	0
[id426051390|Дмитрий], мат часть.... да иди ты сам... учи??	0
[id135374284|Александр], на ее случай есть вполне стандартная процедура оформления протокола или предупреждения с изъятием или без товара. Такого «народного избранника» нужно лишать неприкосновенности и заводить дело по статье «хулиганство», но мы , видимо, живем вдали от правового регулирования	0
[id228963499|Роман], я смотрю, ты уже нормально подолбился головой об стену.	0
Пока украинские богачи бегут из страны, российские олигархи занимают очередь в военкомате!??????	0
А у Стерлигова типа экологически чистая)	0
Когда я вспоминаю, что росии запретили флаг на соревнованиях, я от радости лезу на стол и танцую лезгинку.	0
"""Над всей Испанией безоблачное небо ...""(с) кто помнит, что значили слова этой песни ?"	0
чем больше истерики от мнимого российского вторжения тем больше финансовых активов выаозится из страны олигархами, ВВП этого региона стремительно падает вниз, до уровня Сомали уже недалече, а ведь ещё вообще ничего не было....но самое интересное что Минск-то выполнить придётся при любом раскладе	0
Президент мира и великий стратег, царь всея руси, переиграет всех, нападет когда никто не будет ждать	0
[id658179580|Сергей], фашисткого выродка забыли спросить	1
[id1404410|Алексей], причем тут твоя нищебродская Москва? Вот тетка из сабжа делает нелегальный бизнес именно там. А по закону не могла бы заработать.	1
".... ""Советник Байдена: мы не можем предсказать точную дату вторжения России на Украину""????"	0
[id172606563|Дмитрий], я не говорил, что МОК это на сто процентов политизированная организация. Я вообще про МОК ничего не говорил, тебе нужно было у Сергея Денисова про это спрашивать. Твой юрист не может быть политизирован против тебя по определению. Это элементарная профессиональная этика. А чм по футболу отдали России в 2011 году, когда отношения были в довольно безоблачном состоянии.	0
[id49464409|Анатолий], укроина это раковая опухоль или аборт ..	1
[id202439349|Vasiliy], какой Ельцин, какой Горбачов, у тебя Путин сидит 22 года, он что, как всегда не причём?	0
Обосрался! Женщину тиранить хЭрой!!! А только мужчины вступились и слился!	0
[id170542218|Nikolaj], слышь хохол тупой, краснов воевал на стороне Гитлера как и дивизия сс галичина которая вас истребляла. Это факт. И они для вас герои? Вы вообще тут конченые нaxyй?	1
[id140797226|Егор], тебе немцы дох@я компенсации выплатили?	0
[id85948775|Денис], ты одними яблоками польскими питался до санкций?	0
История о том, как целый всемирный олимпийский коммитет испугался 15-летней девочки из России и потерял лицо в обезьянних ужимках и гримасах. Браво Камила!	0
Путинские ценности — это война, санкции, коррупция и нищета..... Путинские ценности — это позорная нищая старость.	0
Грущу. Все паблики в подобных цитатах, а мне так никто и не отправил ??	0
здравствуй юность в сапогах...	0
[id658179580|Сергей], влюблённость скоротечна, любовь надолго, иногда на всю жизнь.	0
Первое фото прекрасно иллюстрирует состав митингующих ??	0
[id674027984|Hrenovyi], Вовка один остался	0
Неужели в них проснулся голос разума...	0
[id357654436|Влад], ну с одной стороны жалко народ, а с другой стороны мне то норм живется. У меня зп выше средней по Москве	0
Возможно, потому что с самого начала никто в неё не верил. Включая меня. Из-за медузы, кстати. Я понимаю, что на это было множество причин, но тем не менее	0
Самое время русофобским выродкам начать ныть	1
[id96091477|Игорь], говнобот	1
[id620419423|Эдуард], уехали лишь засисянцы и из лидеры))	1
[id590457|Юрий], оставь себе, ты заслужил	0
Ну там в На Украине таких индивидуумов с особым взглядом пруд пруди . Вот ещё один персонаж из тех кто голосует за   таких вот Гуриных	0
[id119181388|Александр], нам любые единороссы все портят.	0
Отличное решение, путь к независимости, давно нужно было это сделать	0
[id367212947|Безработный], не заберут ничего. Во первых анализы будешь сдавать для получения прав обратно, если тебя лишили за вождение в нетрезвом виде. И если ты постоянно бухаешь и при этом ездишь за рулём, то тебя опять же могут отправить сдавать анализы, если пьяным поймают то всё лишат. Только как они будут узнавать что ты заядлый алкоголик, не понятно.	0
[id21715704|Марина], я не придерживаюсь традиционных российских ценностей	0
[id597302285|Сергей], а ты бот или выродок с промытыми мозгами?	1
[id693695198|Максим], если прекратить о Ковиде говорить, то точно будет лучше и заболеваемость резко снизится	0
[id317133846|Сергей], у вас супервайзер не читает комменты? Можно выcиpaть что угодно? Бот видит только ботов? А если бот поставит бота на js? Хм…	0
Кстати, американский футбол надо называть американское рэгби. Это же пародия на нормальное рэгби?	0
[id402171396|Михаил], тут не в повестке дело а в книге , эльфы же все светловолосые были а этот будто только с грув стрит вышел пострелять.	0
[id14745887|Максим], да, да, а у нас то честные министры и чиновники сидят, никто долей не имеет и ни у кого доходы резко не выросли. Ты из детского сада вернись для начала, потом про первоклассников расскажешь.	1
[id461498232|Андрей], им расскажи. что это херня	0
[id609119487|Владимир], какая то нереальная фантастика  вам снится..?	0
Против Делимханова балончик не поможет да?	0
[id653228736|Александр], если наши власти реально радеют за здоровье граждан, почему не легализуют применять все иностранные вакцины? экон конкуренция выше по значимости чем здоровье?	0
[id14745887|Максим], «защитник коррупции»… законченный имбецил	1
[id688762712|Murat], ну так с 2005 года он переставал быть президентом, так что первое слово съела корова и вообще кто как обзывается, тот сам так называется	0
НАСТОЯЩИЙ МУЖЧИНА! ГОРДОСТЬ РОССИИ! ЦВЕТ РОССИСЯНСКОЙ ПСЕВДО-НАЦИИ!	1
[id146148775|Дима], если будут, то эти все санкции тем более в клоунаду превратятся. С чего бы быть санкциям за признание областей независимыми?	0
Благосостояние граждан — вот лучшие традиционные ценности	0
Истерия про войну во всех пропагандистких пабликах??	0
[id689674197|Саффокл], благодарю, было лень искать с телефона	0
[id153865570|Саша], во во, и я удивлён)) Ну зато будем знать, сколько человек ошибаются в трактовках определения	0
Никак. Байден сказал, «бесполетная зона над Украиной». Значит, бесполетная зона. Почему западные союзники так ненавидят Украину? Страховать авиаперелеты за счёт госбюджета… Это так советуют лучшие эксперты МВФ?	0
[id8890532|Дмитрий], а чего удалил? ??????	0
"[id191662231|Александр], по новому закону любая страна где ты достанешь ""из широких штанин"" переходит в собственность пуни..."	0
Скоро будет, как Венесуэла	0
[id641294560|Александр], он либерал, если что	0
Опа! Опа! Америка-Европа! Азия-Евразия, что за безобразие!	0
По мнению политолога Юрия Подоляки, нагнетание ситуации вокруг Украины обнажило истинную сущность не только местных политиков, но и западных партнеров страны. При этом все происходящее, судя по всему, ведет к завершению проекта «Украина — не Россия». Особую нелепость ситуации придает тот факт, что Россия вовсе не собирается «вторгаться» на Украину, о чем неоднократно говорили и различные эксперты, и власти РФ, и даже сами власти Незалежной. Эксперт рассчитывает, что все происходящее заставит задуматься о том, действительно ли правильно Украина выбрала себе вектор развития и союзников.    «Неужели ни у кого из государственных мужей Украины не закрадывается мысль, что это не просто позор, а мегапозор во всех отношениях? Всем депутатам Верховной рады запретили покидать территорию Украины. Эти люди, которые принимали законы о мобилизации, которые говорили, что не сдадут ни пяди украинской земли, сегодня, когда еще нет никакой опасности, побежали из страны таким потоком, что президент вынужден их останавливать», — подчеркнул Подоляка.	0
То есть им даже Спортивный арбитражный суд не указ?	0
[id488416231|Вова], ??????	0
[id688989552|Виктор], Радужных это праздник .	0
"[id388381096|Сергей], Мне снился нынче страшный сон, И в нем я видел очень ярко, Сын Жириновского солдат, А дочь Лаврова санитарка. Вот с автоматами бегут, Две дочки Путина в атаку, И нажимая на курки, Кричат: "" ЗА РОДИНУ И ПАПУ""! Тут танк горящий на боку, А в нем Медведева сынок, И дочь отважного Шойгу, Его достав несёт в медблок. Зюганов внук, Зюганов сын, Наследник Матвиенко Вали, Все как один пошли на фронт, Чтоб братья в НАТО не вступали. Бегут в строю Ковальчуки, И Ротенберги с ними рядом, И рвется Миллер на прорыв, Во фланг с газпромовским отрядом. Открыл глаза, потом закрыл, Что за фантастика творится? Наверно зря смотрел ТВ, Вот хрень подобная и снится. В.Дорошенко"	0
[id43015311|Алексей], с такой тенденцией белая раса вообще исчезнет.	0
[id217378276|Вячеслав], так не поддавайтесь растлевающему влиянию Западной культуры. Вы что, такой слабовольный?	0
чё за игра, такая же тупая как и админы медузы???	1
[id228963499|Роман], не угадал, ведь в дисциплинах где сша взяли первое место ты же не видел его комментов?	0
[id10444769|Саша], масло масляное какое-то получается	0
[id404129246|Артем], зато наверняка у него в холодильнике припасена парочка изумительных деликатесов)	0
[id381272181|Макарова], о своих половых органах большую часть времени.	0
ВАДА- конченные дегенераты. Дали выступить....!	1
[id162364532|Моника], неадекватов и профнепригодных в Москве куча...., можно быть уверенными...((	0
[id597302285|Сергей], а ты почему в пиндосне проститутишь?	1
[id172606563|Дмитрий], кто знает! Главное, что злопыхатели остались с носом. ??	0
Раньше немного стыдились быть ботами.	0
"Вот в наше время сигареты были такими, что, если заговоришься, сигарета погаснет. Это потом, когда Мальборо в ларьках стали продавать, и российские сигареты (LD, ""Приму"" и ""Дукат"") тоже стали делать из селитрованной бумаги. Вот и результат. А пожарникам теперь весь день не спи заливай из шлангов.   Надо возвращаться к истокам. Тем более, что интернет суверенный на эко-бумаге скоро будет. Взял боевой листок, свернул из него ""козью ножку"", махорочки насыпал в кулёк и кури, как курили при Горбачёве-то, когда мы ""Буран"" в небесную твердь запустили. На талоны-то небось не накуришься. А газет интересных полно было...   Кстати, о газетах. Вот не ценили жлобы тех лет (типа Говорухина и Гребенщикова), что Партия отчитывалась перед народом сколько нефти добыла, сколько газа, угля, сколько выплавила стали и вырастила зерна. В своей г0венной ""АССА"", под напевы Гбенщикова, Говорухин говорит, что задолбало мол, что по радио ""такую ерунду"" сообщают, вот бы Челентано бы пел. Что же, сбылись мечты народа. Теперь сколько в стране, некогда принадлежавшей этому народу, есть нефти, газа и стали знают только специальные люди, которые продавая эти нефть, газ и сталь покупают себе яхты, дворцы и золотые паспорта чудесных стран, где плещется в янтарной волне океан. А население круглосуточно слушает Челентано, Машу Распутину и Ксению Собчак.   Это и есть демократия? Я просто пропустил, что там пeздил по этому поводу сакральный Немцов."	0
[id920482|Роман], ты что сказать то хотел? На вакцинах пилят везде. Так что обтекай. Защитник европки	1
?	0
[id231363457|Vitalij], а че твоя карта не на х0хлятском языке даже?) Чем вам карту США с Европой рисуют? Нище6роды попрошайки	1
[id695904995|Ярослав], так было же подобное в 2020 году когда Собянин публично обделался  То у них шашлычники виноваты, то выписывают штрафы одному гуляющему человеку по парку, то лежачей инвалидке в кровати за нарушение ковид ограничений, это ещё не говоря про очереди в метро в первый день пропусков  Забыл?  Зато пУтириоты помнят как во вторую мировую победили больше 70ти лет назад ??	0
Новальнова- в губернаторы Киевско-окраинного федерального округа!	0
Да есть вычислительные мощности в современной России. Обяжут и все перейдут.	0
Капец этот бред про средний класс ещё и лайки собирает Оруэлла массово перечитали похоже	1
[id4567875|Svyatoslav], нормальная фраза. Не вижу ничего страшного	0
Да по всей стране ЖКХ  повышает счета за отопление.	0
Пусках этот минкультуры сначала дипломатов которые на санкции срут хотя бы штаны при этом снимать научит . А потом уже и за поцреотизм топит нещадно.. грёбаный минкульт бабла .. кребаный поцреотизм ... гребаное государство ..	1
Не влезет - ссыкло Влезет - агрессор и оккупант	1
[id88198113|Вячеслав], ты соросёнок?	1
[id5018141|Ярослав], а шо там делают Гордоны, ? и прочие Ковтуны?	0
[id367212947|Безработный], да	0
Какие то террористы	0
Терпи красавица ?	0
[id690442143|Алексей], пошёл вон,кремлеботина. И быстро.	1
[id19200685|Игорь], И не пей вина	0
[id685614337|Диомед], никуда он не сбежит и останется в истории России величайшим правителем, на одном уровне с Петром первым и Екатериной великой, а вас всех пересажают?????	1
Достали с Навальным.Пусть сидит, засланный казачок.	0
[club205878352|anonymous 4538], ваше мнение очень не важно для нас.	0
[id178130292|Максим], хорошее замечание! ??	0
[id443102|Люська], а есть случай, когда депутата жалко?	0
Правила для депутатов единой россии: 1.нападайте на старушек которые торгуют 2 носите баллончик 3 вовремя платите членские взносы 4 во время спора с избирателями и одночленцами делайте руками движения будто вы отрезаете голову 5 извиняйтесь и меняйте место жительства если уровень вашего однопартийца выше	0
"[id499300358|Slava], ты хорошо подумал?  А какжи это: ""Россия нигде не заканчивается"", ""Об историческом единстве русских и украинцев""? А в Казахстан как полез недавно, пока Китай ему подзатыльник не отвесил"	0
"Ранее израильский политолог Яков Кедми отметил, что непризнание российской разработки от коронавируса - это геноцид против миллионов людей, которые своевременно не смогли провакцинироваться качественным препаратом. В свою очередь депутат Госдумы РФ Евгений Федоров уверен, что появление «Спутника V» было неожиданным для всего мира, особенно для Соединенных Штатов. Однако для наших соотечественников это — бесспорное достижение отечественной медицины.    «Это большая наша победа и достижение. Понятно, что это конкурентная борьба наций. По этим причинам ""Спутник V"" везде запрещен, его не признают, люди попадают под европейские ограничения при передвижении и все остальное. Это вечная борьба за власть народов, наций за место под солнцем», — подчеркнул депутат."	0
[id12908969|Михаил], это не рекомендация, указ путина до 2020 предписывал переход на отечественное по бюджетникам, просто никто не ходит не проверяет, иначе всех придется сначала оштрафовать, а потом уволить. сейчас уже иностранное по не купишь, как и компы. поэтому умники покупают в китае, просят китай ставить лого свое и продают как отечественное	0
[id215862086|Валентин], в чем абсурдность, если правила МОК ей позволяют участвовать в ОИ и несовершеннолетней она от этого не перестает быть?Абсурд - это писать, что раз участвуешь в ОИ, то должна лишиться своих прав ???? А на Олимпиаде ничего и не было, пробы чистые, медаль честно завоевана.  Что это было на ЧР пусть расследуют и виновные должны быть наказаны.	0
[id228963499|Роман], в крупных городах все так же как и в вашем населенном пункте, только в крупных шизофреников много, а у Вас возможно нет ни одного	0
[id695904995|Ярослав], кто не нравится,тем и режут	0
Терпеть Путина — это целая религия	0
Уже как спам.	0
Интересно, к чему это приведет	0
[id359170414|Матвей], ты неправ. Я из Украины, но очень активно мониторю новости и Украины и России. И хочу сказать, что российская пропаганда всё таки работает. И даже там, где она не работает, как нам всем кажется, она все равно работает.   Я не согласен с ним по вопросам, например, того же Порошенко, или что проседания  рейтинга зеленского это норма. Но в целом, особенно в конце, он действительно прав. Россия не совсем понимает, что происходит у нас в стране. И жители РФ иже с ними. Поэтому такая ситуация.   Русский язык особо не притесняют, да, но всё равно проблемы есть. И я бы с ним на эту тему мог отлично пообщаться. Многие вещи о языке он понимает неправильно.   Но в целом он прав. Так что советую прислушаться к статье, она не такая 'мда' как кажется на первый взгляд. У нас действительно совершенно другая страна. Настолько, что инфа про замминистра МВД, которого сняли за хамство, вообще для украины не новость.   А медузе спасибо за то, что она есть.	0
???????©??	0
[id72309105|Елена], в лифте пацаны курили и на нее надышали	0
"[id156323359|Сергей], ""привет, Чита, привет Улан-Удэ"" ©"	0
Всё будет как всегда до этого. Россия не пришла на войну.	0
[id43015311|Алексей], ну т.е только в СНГ пишут про негров эльфов да?	0
[id89027568|Славик], смешно? Смейся! А аргументы твои на уровне дошкольника. Ты не в коррекционной школе учился?????	1
[id146213023|Артем], да, так опозориться на весь мир с этой риторикой насильника!... ?????	0
[id57537254|Дмитрий], не согласен. Даже на этом белом флаге есть РУССКИЙ триколор, а СТЫДНО должно быть нелюдям из ВАДА, которые не видят бревна в глазу ?? СВОИХ «спортсменов», а замечают соломинку у НАШИХ. Они пеной исходят от НАШИХ успехов, так пусть захлебнуться, уроды. ??????????????????	0
Американский футбол такой же скучный, как и бейсбол.	0
О Мишка, самый приятный чел на Дожде	0
[id445628606|Буба], это нормально для укро конституции Сегодня одно, завтра другое. Вчера - реальный внеблоковый статус, сегодня - членство, которого нет, в НАТО	0
[id172606563|Дмитрий], да иди уже, поплачь другу на плечо. Не забудь, что у него больше. Тоже всплакни. Чучело.	0
Украину в НАТО никто не ждёт	0
[id664336069|Лол-И], ого, покажешь где в мск было решение суда о разгоне? бедная оттава, всего 25 человек задержали, рыжым лютуют трюдо в отставку	0
[id339088760|Semen], +15 р	0
"Вот сволочь то Аристархов. Паразиты это не режиссеры театров.   Паразиты это чиновники.  Пускай эти толстосумы сами продемонстрируют ""приоритет духовного над материальным"" и откажутся от имущества, счетов, и заодно от своей зарплаты в 600к."	1
[id1650872|Денис], да показуха это всё  Могли перебрасывать ночью, нет днём чтобы журналюги(скорей всего прикормленные) засняли	0
Так чёрное море есть и в России	0
[id202439349|Vasiliy], я тебя огорчу но совок, в плане электроники сильно отставал от запада. Советские микрочипы были либо клонами более успешных западных аналогов, либо вообще продуктом реверс-инженеринга последних (считай тупо воровством). Что такого советские специалисты могли рассказать западным коллегам, чего те не знали о своей продукции?	1
Так как я против войны, то я поддерживаю признание ДНР и ЛНР, которое покончит с ней.	0
[id159211105|Салават], наверное по серьёзному траванется	0
Я бы на ее месте снялся:))) что за дичь такая:))	0
[id13284587|Александр], а как ?? Получать вы хотите а 2-3-4 раза больше , а платить так же ?? Москва и так живет всю жизнь за счёт всей страны.   Цены конечно космические. , но они такие у всей страны.	0
[id122011944|Любовь],	0
[id228963499|Роман], так Харадримы это как раз чёрные и смуглые, можно было их туда запихнуть и не класть какофонию на головы фанатов	0
"""У нас в стране целый культ фигурного катания, где бабы реально выглядят так, будто они в мини-юбках выше трусов и в стрингах. Разве это не так? Прыгает какая-нибудь Загитова, которой 15 лет, и тысячи домохозяек обсуждают, будто это спорт. И сидят какие-то мужики-подпевасы: «Да-а-а, тройной лутц». Это омерзительно. Это такое лицемерие"""	0
[id143676949|Артём], «нИжегородского мИнздрава» только. И поверь, фамилия - это меньшее, что смущает в его работе)) вопросов и жалоб к нему до задницы и без этого	0
[id49464409|Анатолий], ага, Байден все делает строго по методичке и обьявил безпилотную зону над Украиной. ??????	0
[id452831118|Александр], а вдруг путину не понравится? он же с макбука голосовал, теперь уже не купить	0
[id529828692|Ирина], ипанутая или за деньги строчишь?	1
[id202727298|Андрей],	0
Даже если что-то в декабре и было у нее в крови, то прошло уже полтора месяца. Как эта микродоза могла спустя такое время ей помочь выиграть? Да и проба та была взята во время чемпионата России, и никаким боком этот турнир Мок не касается. Хз, что еще добавить. Можно еще лыжников наших проверить. А то 42 года эстафету не брали, а тут на те. Совсем охренели. Негоже впереди норвежцев на финиш приходить.	0
То чувство, когда с удовольствием смотришь рекламу, а не проклинаешь её каждые 20 минут со всякими однообразными кариесами, недержаниями, и тяжестями в животе!  4-я со Шварцем и Хайек просто????!	0
[id209686506|Ilya],	0
Из за допинга 15 летняя девочка выглядит на 30	0
[id680822766|Александр], началось про деньги народа... Государственные компании будут закупать планшеты на деньги которые государство заработало на продаже ВПК или например от продажи вагонов в другие страны. Какие деньги народа?Хватит думать что ваши налоги сильно влияют на бюджет страны.	0
[id496261696|Андрей], россия захватывает у Украины территории, потом возмущается, что те что то там не выполняют))) лол. Возмущенные немцы и партизаны	0
[id307054678|Виктор], каламбур в том, что Россия ни за что не волнуется а России.	0
[id7338563|Timur], ну оскорблять людей за их нежелание вакцинироваться - неправильно. Изначально центр Гамалеи заявлял, что их вакцина полностью защищает от короны. В итоге те, кто её ставили, либо болели, либо умирали. А вот если они начали бы информировать людей, что вакцина именно что позволяет проще перенести вирус, имея всё же возможность его подхватить, тогда ваши слова имели бы больше смысла и неотвратимость их точности.	0
[id609119487|Владимир], воистроченКО, ты почему еще ни на Донбассе?:)	0
[id3393737|Сергей],	0
[id461498232|Андрей], что ты хотел от людей разгуливавших с кастрюлями на головах	0
[id340235946|Геннадий],	0
[id188954948|Danyel], да я хер ложил на тебя, так что сам вали отсюда	1
[id138280294|Антон], +15	0
[id314063098|Кирилл], он самый настоящий социалист, кек. Риторика и взгляды у него социалистические	0
[id49464409|Анатолий],	0
.... Иноагенты всегда постят новости про своих....	0
[id460403174|Come], меня больше интересует: если я засну и умру с возбуждённым членом - мой член так и останется стоять стояком в гробу?	0
[id159211105|Салават], что значит, допустил? Он и организовал. Или думаете, фсбшники от нечего делать мочу подменивали?	0
[id315252336|Владислав], а как проблемы стран относятся к моку? это международный олимпийский комитет, если кому то из участников игр это не нравится он просто не участвует в играх.  все равно что кукарекать на цукерберга сидя в фейсбуке	0
[id664336069|Лол-И], хорошо видно по российскому рублю, как развивается экономика тупых дураков. Все хорошо, прекрасная маркиза !	1
Вот это я понимаю новость, а то все оксимерон, оксимерон!	0
[id658179580|Сергей], влюблённость (заболевание по международной классификации, обычно продолжающееся 2-3 года) переходит или в любовь или в привычку или в ненависть, это уж кто как умеет.	0
